"CUSTOMER","BU","NSB_LAST","COST","NETBOOK","NOOFMFGR","INV_QTY","NOOFMTHPURCHASE","NOOFMTHPURCHASE_Q4","NOOFPART","NOOFAPFC3","CUST_LOSS","FSO","BSO"
"SICHUAN AI-LINK TECHNOLOGY CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",290620.3915336219707,276345.8770352152398,203735.529737826850649,5,4029100,10,3,18,6,1,0,0
"JIUJIANG LIYUAN RECTIFIER CO.,/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",446115.891988429674,426258.950589351945,29550.22329569728,4,502500,6,1,7,3,1,0,0
"LIHERO TECHNOLOGY (HUNAN) CO LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",12594.73458350583,10904.80408979918,273.278753329033,1,550,3,2,3,1,1,0,0
"WUHAN TIANHONG ENVIROMENTAL PROTECTION CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",11638.879738983322,9736.76810464339,3295.86943779103,2,2044,3,0,3,2,1,0,0
"WUHAN IOIDEA TECHNOLOGY CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",5086.5,3888.52,3686.5,2,150000,3,1,3,2,0,0,0
"CHONGQING WOASIS/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",5220,4802.4,5220,2,220000,1,1,3,2,0,0,0
"HUARUIXIN TECH CO., LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",5901.2,5211.6824,5901.2,2,27480,2,1,3,2,1,0,0
"CHENGDU XINZHITU TECHNOLOGY CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",56315,52363.849,20880,1,7180,9,2,3,3,1,0,0
"CHENGDU SHIDA ELECTRON CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",69301.31,61458.07421,10117.8,2,5460,9,3,28,5,1,0,0
"CHENGDU JUNDA TECHNOLOGY CO.,LTD./BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",24299.92,22488.49424,2587,4,78824,6,2,8,5,1,0,0
"CHENGDU VANTRON TECHNOLOGY/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",1807,1576.28,615,2,1060,2,1,3,2,1,0,0
"CHONGQING CHANGAN VISTEON ENGI/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",355705.5,339103.255,253412.75,1,1941500,7,3,4,1,1,0,0
"SICHUAN XINLIAN CENTURY SCIENCE AND TECHNOLOGY CO., LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",5160,4838.88,5160,1,6000,1,1,1,1,1,0,0
"WUHAN HUAGONG GENUINE OPTICS TECH CO., LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",127302,121023.2568,87552,2,91860,6,1,3,3,1,0,0
"WUHAN ZHONGKE INNOVATION CO./BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",295234.13,269491.34965,73319.499999999999886,7,152036,12,3,30,14,1,0,0
"HUNAN GRAND-PRO ROBOT TECH CO., LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",31668.3185491995365,30245.0004,5.7943623564112,4,168624,3,2,7,5,1,0,0
"HUNAN NANORADAR SCIENCE AND TECHNOLOGY CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",5539.2,5264.7696,1123.2,2,6936,3,2,2,2,1,0,0
"WUHAN WIRELESS FACTORY/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",6150.8,5327.31789,0,2,15209,3,1,3,2,1,0,0
"XI'AN QIMIAO ELECTRONIC TECHNOLOGY CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",72870.4,62214.9739999999993,183226.400000000000909,3,149140,7,2,5,4,1,0,0
"XI'AN DONGFENG INSTRUMENT CO.,/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",290164.45,275728.9546,94928.15,2,16696,12,3,24,6,1,0,0
"SHAANXI BOTE ELECTRONICS TECHNOLOGIES CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",93852,90017.73,93852,1,660,1,1,1,1,1,0,0
"WEIHAI TONSLOAD POWER-TECH CO.,LTD/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",8504.449173093739,8081.396265558166,8504.449173093739,3,22500,2,2,3,3,1,0,0
"SHANDONG NEW BEIYANG/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",760640.661825785997,705588.386139693261,1601353.840691081410762,5,423022,12,3,29,13,1,0,0
"ZIBO HUASHENG AUTOMATIC CONTROL CO.,LTD/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",7323.06315101694,5773.039875757794,0,1,175,4,0,1,1,1,0,0
"HARBIN VITI ELECTRONICS CO.,LTD./BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",1380741.7082269822158,1206284.1937138023512,1147540.335064784288637,13,4576085,12,3,69,26,1,0,0
"DALIAN DONGXIAN ELECTRONIC CO,/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",25628.015647100943,22202.3474517249634,453.583010648984813,4,829140,8,3,13,4,1,0,0
"JILIN HANGSHENG HONGYU/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",17099.494650656231,14762.68705465583,11944.83776912270925,3,31000,4,2,4,4,1,0,0
"SHENYANG DIC CO.,LTD/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",38441.897378531022,34840.131298394024,20994.748832984557834,11,479098,11,3,33,9,1,0,0
"SIASUN ROBOT & AUTOMATION CO., LTD/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",5748.89203351751,5114.390795999225,4000,3,109,3,1,4,4,0,0,0
"SHANDONG BOHONG ELECTRIC CO.,LTD/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",50669.61109268075,44452.4832,33783.5898136177,2,1156,4,0,2,2,1,0,0
"BEIJING CHIPSPOWER ELECTRONIC SCIENCE&TECHNOLOGY DEVELOPMENT CO.,LTD/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",3805500.3159,3695357.31496,3169278.624000000036916,3,13410760,12,3,69,11,1,0,0
"CHANGCHUN HONGDE AUTOMOTIVE LIGHTING CO.,LTD/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",304020.78,276796.63,427591.300000000000201,5,8379700,12,3,14,6,1,0,0
"YES OPTOELECTRONICS CO.,LTD./BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",286697.3,253297.2649,233000.09999999999983,11,1057280,12,3,25,14,1,0,0
"SHENYANG ZHONGCHAO XINDA/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",721717.18,692286.2982,567533.679999999994543,7,330085,12,3,12,9,1,0,0
"DALIAN RIJIA ELECTRONICS CO.,L/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",67024.6,62192.19532,22756.1,4,113414,6,2,8,6,1,0,0
"LIAONING KAIPU MEDICAL SYSTEM/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",30330.3952283598475,28787.262021681387,25396.520095095595298,7,64781,6,2,10,7,1,0,0
"ASIATECK ELECTRONICS CO./SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",33284,30579.651,8420,5,383900,9,2,6,5,1,0,0
"CHUNGDA ELECTRONICS CO. LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",66998.775,60849.83367,26485.849999999999772,6,553074,12,3,22,10,1,0,0
"BEIJING WOERKEN ELECTRONIC/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",97701.265,88990.3522,10428.100000000000253,6,129335,9,2,72,20,1,0,0
"BEIJING NEOSCIENCE CO.,LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",27679.867743380706,22392.186627077383,16305.3756004983987,4,10000,4,1,10,6,1,0,0
"BEIJING ANSHI INTELLIGENT TECH CO.,LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",16312.6,14718.77667,6059.49999999999955,4,32117,6,2,7,6,1,0,0
"BEIJING YAGRO TECHNOLOGY CO. LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",10960,9539.93,9550,2,51250,1,1,3,2,1,0,0
"BAZHOU ZHIHAI WUJIN PRODUCTS CO.,LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",60749.36,54386.04,30748.4000000000001,4,153960,11,3,11,4,1,0,0
" HUAHAI TECHNOLOGIES CO., LTD./BRANCH-BEIJING1","BRANCH-BEIJING1",26640,23446.33,-16773.999999999999,2,4600,3,1,3,2,1,0,0
"HEFEI XINCOMM COMMUNICATION LIMITED LIABILITY COMPANY/BRANCH-BEIJING1","BRANCH-BEIJING1",81261.17712923499,72774.565,91335,4,193000,7,1,7,4,1,0,0
"BEIJING A&E PRECISION MACHINERY CO.,LTD./BRANCH-BEIJING1","BRANCH-BEIJING1",5120,4589.544,8.00000000000001,3,7626,2,1,6,5,1,0,0
"SISTALK (BEIJING) TECH CO,.LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",5049.84,4292.75357,1824.84,2,25333,3,0,2,2,1,0,0
"BEIJING RONGYUAN TECHNOLOGY/BRANCH-BEIJING1","BRANCH-BEIJING1",6853.568531448272,6184.047582350725,603.568531448272,2,5000,2,0,2,2,1,0,0
"GOOGOL TECHNOLOGY (SZ) LTD./ALTERA-TEAM","ALTERA-TEAM",1093254.76284888431,966829.5481649804659,1085494.29390312366385,1,140313,10,2,12,3,1,0,0
"SHENZHEN TAI YUAN SHENG ELECTRONICS CO ., LTD ./ALTERA-TEAM","ALTERA-TEAM",55737.59603774719,51185.80846490377,68323.97893662636977,4,318520,6,2,4,4,1,0,0
"SHENZHEN JOYSCAN TECHNOLOGY CO/ALTERA-TEAM","ALTERA-TEAM",43104.312483781136,39301.481439520225,12484.6319661896481,2,9140,8,2,2,2,1,0,0
"GUANGDONG DAPU TELECOM/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",17463.272387417254,15989.335661187856,6823.47105152098727,4,187260,7,1,7,5,1,0,0
"SHENZHEN GENVICT TECHNOLOGIES CO., LTD./BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",2836.009744550458,2514.103931947894,2625,2,105200,1,0,2,2,0,0,0
"SAMMOON LIGHTING CO., LTD/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",503217.118078899066,465116.319200011263,553848.74516807010656,2,1734500,7,3,22,1,1,0,0
"MAX LUX CORP,.LTD/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",87111.634012838832,72245.154702359261,79292.99361228807,1,199000,5,3,9,1,1,0,0
"GLOBAL TECHNOLOGY INDUSTRIAL DEVELOPMENT LIMITED/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",164325,158846.6295,127230,1,173000,6,2,2,2,1,0,0
"BAO JIE ELECTRONICS LIMITED/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",68394.632502671942,64395.2129537341185,13228.45966871979349,5,376940,7,2,5,5,1,0,0
"GUANGZHOU DCOLOUR TECHNOLOGY CO.,LTD/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",919671.2,860887.9188,1895656.199999999998005,7,1263520,12,3,11,6,1,0,0
"GUANGZHOU JETEK ELECTRONICS CO LTD/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",5558.862034209639,5125.45,4200,2,15000,3,1,2,2,1,0,0
"GUANGZHOU SD INFORMATION TECHNOLOGY CO.,LTD./BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",29162.52,27559.67992,30600.000000000000227,1,6686,4,3,3,2,1,0,0
"BETTER MAGNETICS CORP/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",637821.76,568703.98039999999,301809.999999999994658,10,876600,10,2,15,10,1,0,0
"SZ H&T HITTECH LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",7194317.0392,6756687.714358626126,7836195.593399999995821,36,84642431,12,3,286,34,1,0,0
"SHENZHEN KAIPULE TECHNOLOGY CO., LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",6300,5859.75,3150,1,5000,1,1,1,1,1,0,0
"CHINA SECURITY & FIRE IOT SENSING CO.,LTD/BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",8675.937070198305,7687.144355831478,2116.465313158314,2,207400,4,1,2,2,1,0,0
"SHENZHEN BRONZE TECHNOLOGIES LTD./BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",26006.735849405694,22665.66158431473,10256.142456329973,4,599000,4,1,6,4,1,0,0
"PTN ELECTRONICS LIMITED/BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",22796.3,20258.1151,16238.700000000000341,3,21170,11,2,6,3,1,0,0
"SHENZHEN CREATEK ELECTRONIC CL/BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",306500,288587.2,70100,2,28050,8,2,3,2,1,0,0
"BESTEK CO., LTD./BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",207900,187055.15,370100,1,543000,4,3,5,1,1,0,0
"SHENZHEN GRANDTELCO CO., LTD./BRANCH-SHENZHEN3","BRANCH-SHENZHEN3",274848.106947057067,261019.29475510209,102878.612532502713455,1,103000,5,2,15,6,1,0,0
"SKYPINE ELECTRONICS (SHENZHEN)/BRANCH-SHENZHEN3","BRANCH-SHENZHEN3",609934.72,577190.937,809605.7,7,788822,12,3,19,12,1,0,0
"SHENZHEN GUOMAI TECHNOLOGY CO. LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",228352.490888477029,164488.874196505114,252055.984184226752209,1,746000,12,3,4,3,1,0,0
"G&T GROUP/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",404350,381277.15,442640,3,407000,11,3,4,3,1,0,0
"GLOBAL INVACOM MANUFACTURING(SHANGHAI) CO.,LTD/BRANCH-SHENZHEN3","BRANCH-SHENZHEN3",271621.14,222937.6885,85712.8499999999999,22,423736,10,3,70,27,1,0,0
"KAY BRIGHT ELECTRONICS ( S.Z.) LIMITED/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",33098.56,30867.01808,17382.079999999999,6,88070,11,3,11,8,1,0,0
"ZHENGTONG ELECTRONICS CO. LTD/BRANCH-SHENZHEN3","BRANCH-SHENZHEN3",139259.3,132211.68,137299.999999999999318,1,1202500,9,3,6,5,1,0,0
"SHENZHEN BENCHUANG TECHNOLOG L/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",163580.23,151630.8842,71761.179999999998266,8,6559830,12,3,22,8,1,0,0
"SHENZHEN COSIN INDUSTRIAL/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",11955.2,11302.8071,3042.4,3,1911,4,2,8,7,1,0,0
"WUXI ANQING ELECTRICS COMPANY/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",3900,3718,1950,1,20000,3,1,1,1,1,0,0
"TRANSMAIN SERVICES LIMITED/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",7362,6570.68811,7362,1,63,2,0,3,1,1,0,0
"SHANGHAI ZENGYI ELECTRONICS/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",55690.85,50062.4915,0,2,2940,4,1,13,7,1,0,0
"SHENZHEN HAWUN ELECTRONICS CO./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",73776.3842976012531,62295.158175906224,12235.72987343309258,11,131159,12,3,37,9,1,0,0
"DONGGUAN YI ELECTRIC ELECTRONIC TECHNOLOGY CO., LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",1328.686797670812,751.5215301479588,1555.816748753557,1,212000,3,0,1,1,1,0,0
"SHENZHEN RODINBELL TECHNOLOGY CO., LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",66652.759905787856,56616.891859656562,55576.52824153112321,7,235160,9,3,14,7,1,0,0
"SHENZHEN DOSHEN TECHNOLOGY CO./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",24857.0286634133458,21445.7918296079607,27312.6507662419755,4,194500,7,1,6,6,1,0,0
"SHENZHEN ECOWATT POWER CO.,LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",1354.544188329317,1239.357966497013,880.035334403424,2,9438,2,1,3,3,1,0,0
"GUANGDONG GOWORLD CO., LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",86439.10218036943,79778.90559182902,11554.08614270192,2,25016,4,0,10,5,1,0,0
" SHENZHEN PYS INDUSTRIAL CO., LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",7034.15912747879,6041.718119316581,-0.55675762359499,1,54000,4,1,5,2,1,0,0
"SHENZHEN HUAQIANG ELECTRONIC TRANSACTIONS NETWORK CO.,LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",20260.12701179335,16037.857935114441,11375.43037251073,9,341007,6,0,11,8,0,0,0
"HUNG-KEE ELECTRONIC TECHNOLOGY CO.,LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",56217.5,50999.085,46517.5,1,212000,9,1,9,7,1,0,0
"SHENZHEN TAI LIN TECHNOLOGY CO LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",46329,40327.734,27755,1,8000,8,1,6,1,1,0,0
"SHENZHEN HIMED CO.,LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",25790,23603.03,17280,1,26500,3,1,4,2,1,0,0
"SHENZHEN EDADOC TECHNOLOGY CO., LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",104336.61,88883.34718,15131.50999999999998,18,1971903,9,3,32,20,1,0,0
"SHENZHEN JINRONGYUAN ELECTRONICS CO.,LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",8294.4,7517.8476,0,1,1080,2,0,1,1,0,0,0
"SHENZHEN XINGLONG TECHNOLOGY CO., LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",1020.392319361233,662.455505828325,508.167139494175,1,400,2,2,2,1,1,0,0
"SHENZHEN LANHOL ELECTRONICS CO.,LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",5502.1,4570.815,-16291.8999999999999,3,290000,4,2,6,5,1,0,0
"DONGGUAN JINGMING TECH LIGHTING CO., LTD/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",2851.296115254319,2061.78,2230.55198973042,2,102000,1,1,2,2,1,0,0
"REMOTE SOLUTION CO., LTD./SPECIALTY-EXCELTECH","SPECIALTY-EXCELTECH",4872741.528047251069,4723998.351842665586,1440471.9277309162758,1,6195500,12,3,6,1,1,0,0
"KISAN ELECTRONICS/SPECIALTY-EXCELTECH","SPECIALTY-EXCELTECH",94871.39603122949,89550.30722442077,29174.4903330488222,1,64492,9,3,5,4,1,0,0
"COWEAVER/SPECIALTY-EXCELTECH","SPECIALTY-EXCELTECH",1142531.60703496643,1062995.21810296409,149997.273458104466419,2,10316,9,2,15,3,1,0,0
"IC BANKING CO., LTD/SPECIALTY-EXCELTECH","SPECIALTY-EXCELTECH",57825,53933.467,65561,1,48500,1,1,3,1,1,0,0
"MIRAE AND TECH/SPECIALTY-EXCELTECH","SPECIALTY-EXCELTECH",6912,6664.8,6912,1,30000,1,1,1,1,1,0,0
"EVER SPARKLE TEHNOLOGIES LIMIT/BRANCH-HONGKONG1","BRANCH-HONGKONG1",150964.68,134215.2584,54736.700000000000028,19,687680,12,3,64,23,1,0,0
"ADROIT ELECTRONICS CO., LIMITE/BRANCH-HONGKONG1","BRANCH-HONGKONG1",72610.9,67265.002,60069.000000000000068,2,169900,12,3,6,2,1,0,0
"BONWAY (HK) TECHNOLOGY LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",516466.77,462074.66063,259875,5,2490,8,3,14,7,1,0,0
"EXCEL PROFIT TECHNOLOGY LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",349614.65,303527.34934,67280.899999999999943,4,86080,11,3,83,13,1,0,0
"CAMPBELL TECHNOLOGY LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",3298.4,3135.96,3298.4,1,62000,1,1,1,1,1,0,0
"HIGH TECH EQUIPMENT INDUSTRY (HK) LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",15798.5,13674.82,10947,5,105000,6,1,8,6,1,0,0
"KWONNIE ELECTRICAL PRODUCTS LT/BRANCH-HONGKONG2","BRANCH-HONGKONG2",6749.6,5941.3,4747.6,1,118000,4,0,1,1,1,0,0
"ANSEN ELECTRONICS COMPANY/BRANCH-HONGKONG2","BRANCH-HONGKONG2",191546.2042048458,185059.5786,212615,7,4412964,9,2,10,6,1,0,0
"SILICOM LTD./BRANCH-HONGKONG2","BRANCH-HONGKONG2",620258.04,613305.92068,230474.560000000001819,3,184204,8,3,7,3,1,0,0
"BANSUN INDUSTRIAL LIMITED/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",4060.914,3872.8134,0,2,6558,2,0,2,2,1,0,0
"DONGGUAN SHANSUI TECHNOLOGY LT/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",108237.5,103327.475,59600.000000000000341,1,1622500,9,3,13,2,1,0,0
"FUNROCK TECHNOLOGY CO./SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",3766.5,3344.571,4603.5,1,4050,1,1,1,1,1,0,0
"EAL ELECTRONICS LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",41083.6,34391.712,11010.0000000000001,8,231200,10,3,12,8,1,0,0
"LEEMAH HOLDINGS LTD./BRANCH-HONGKONG1","BRANCH-HONGKONG1",681077.967,584607.5670525490196,390970.730000000000088,22,683299,12,3,94,27,1,0,0
"MITACHI (HK) COMPANY LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",153801.2,147324.0518,32319.5,5,93636,12,3,12,8,1,0,0
"CYBER FORD LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",6630.63,5883.00392,888.48,3,10346,6,2,5,3,1,0,0
"GATEKEEPER SYSTEMS (HK)/BRANCH-HONGKONG1","BRANCH-HONGKONG1",7330.584,5452.879033716594,1575.584,4,34168,8,3,8,5,1,0,0
"SYSTEM INDUSTRY ELECTRONIC/BRANCH-HONGKONG1","BRANCH-HONGKONG1",355693.18,337668.69166,182757.48,3,28322,4,1,3,3,1,0,0
"ABO ELECTRONICS LTD/BRANCH-HONGKONG1","BRANCH-HONGKONG1",3488.761220443142,2149.3544343549244,283.342230390887,2,55500,6,1,3,3,1,0,0
"UNIGEN CORPORATION/BRANCH-TVIP","BRANCH-TVIP",372020.31,336689.21514518485625,150087.589999999997636,17,16751605,12,3,58,16,1,0,0
"EAST WEST INDUSTRIES VIETNAM LLC/BRANCH-TVIP","BRANCH-TVIP",343095.189,294642.3618,138194.838999999999587,21,3362975,12,3,41,17,1,0,0
"SMATEC JOINT STOCK COMPANY/BRANCH-TVIP","BRANCH-TVIP",2973,2662.15,623,1,4000,1,1,3,3,0,0,0
"WIPRO LIMITED/BRANCH-INDIA","BRANCH-INDIA",1145371.6110922738602,1026605.1684943549775,941514.066331321677641,6,32964,12,3,11,3,1,0,0
"AUTOCOP INDIA PVT LTD/BRANCH-INDIA","BRANCH-INDIA",50620,45768.275,27185,7,279000,10,2,16,10,1,0,0
"BHARAT HEAVY ELECTRICALS LTD/BRANCH-INDIA","BRANCH-INDIA",1089197.317938735718,971874.570303225133,447745.559999999989818,30,1202915,12,3,81,29,1,0,0
"BLOOMENERGY INDIA PVT LTD/BRANCH-INDIA","BRANCH-INDIA",332510.981,298115.240152745098,186031.667000000001614,9,129659,11,2,32,12,1,0,0
"ZIV AUTOMATION INDIA LIMITED/BRANCH-INDIA","BRANCH-INDIA",12030.088,11211.00288,2760.000000000000426,8,47292,2,2,11,9,1,0,0
"CTR DEVELOPMENT OF TELEMATICS/BRANCH-INDIA","BRANCH-INDIA",241089.2958,208451.55697,8224.28,26,92493,11,2,96,33,1,0,0
"MISTRAL SOLUTIONS PVT LTD/BRANCH-INDIA","BRANCH-INDIA",98108.1,90024.78134,-13900.2,3,11301,6,3,13,10,1,0,0
"TEJAS NETWORKS LTD/BRANCH-INDIA","BRANCH-INDIA",79289.47,72725.16096,16070,7,1230,8,3,15,7,1,0,0
"VARIOSYSTEMS AG/BRANCH-INDIA","BRANCH-INDIA",17372.4,17117.516,5803.2,2,45400,7,1,2,2,1,0,0
"MATRIX TELECOM PVT. LTD.,/BRANCH-INDIA","BRANCH-INDIA",1384744.01,1270740.90921,2328549.804070000010831,19,1994952,12,3,105,33,1,0,0
"EAPRO GLOBAL LIMITED/BRANCH-INDIA","BRANCH-INDIA",75895,70492.276,40133.500000000000455,5,62230,9,1,12,4,1,0,0
"PADMINI VNA MECHATRONICS PVT/BRANCH-INDIA","BRANCH-INDIA",117990,112018.015,-18666,4,161000,9,2,8,6,1,0,0
"ELECTRA BELL/BRANCH-INDIA","BRANCH-INDIA",15917.5,14943.8875,-9120,2,83750,4,1,2,2,1,0,0
"ASIA SEMICONDUCTORS PTE LTD/BRANCH-INDIA","BRANCH-INDIA",220290.82,212056.79,222722.219999999995937,3,65818000,4,2,33,5,1,0,0
"DEE & VEE ASSOCIATES/BRANCH-INDIA","BRANCH-INDIA",6320.16,5426.71704,5130,3,9168,6,3,4,3,1,0,0
"MINDA CORPORATION LTD./BRANCH-INDIA","BRANCH-INDIA",3114,2882.2765,0,2,10100,1,1,2,2,1,0,0
"BALAJI SALES/BRANCH-INDIA","BRANCH-INDIA",5046.07,4614.02623,0,2,166,1,0,3,2,1,0,0
"RISHABH INSTRUMENTS PVT. LTD./BRANCH-INDIA","BRANCH-INDIA",159014.674,143713.453928402243,46154.929999999996874,15,138952,10,2,48,18,1,0,0
"VERTIV ENERGY PRIVATE LIMITED/BRANCH-INDIA","BRANCH-INDIA",23786,22840.0648,800.500000000000228,2,10100,6,2,3,2,1,0,0
"ESMART ENERGY SOLUTION PRIVATE LTD/BRANCH-INDIA","BRANCH-INDIA",150406.5,116846.837696023838,218759.50000000000001,4,464900,7,1,10,8,1,0,0
"ELECTRON COMPONENTS &/BRANCH-INDIA","BRANCH-INDIA",99787.54,88383.49124,91888.74,9,376042,7,1,22,10,1,0,0
"EFD INDUCTION LIMITED/BRANCH-INDIA","BRANCH-INDIA",10114.75,8006.87,3924.35,1,2560,7,3,6,2,1,0,0
"ESTEEM MICROELECTRONICS PTE. LTD./BRANCH-INDIA","BRANCH-INDIA",11000,9881.7,11000,1,10000,1,1,1,1,1,0,0
"ENSAVE DEVICES PVT . LTD (WORKS-I)/BRANCH-INDIA","BRANCH-INDIA",97122,86300.238,97122,4,428120,4,2,4,3,1,0,0
"L.K.DEVICES/BRANCH-INDIA","BRANCH-INDIA",89901.22,83592.48265,9947.799999999999972,10,2911,9,3,29,15,1,0,0
